college_name,location
Muktai D.T.Ed. College,Ahmednagar
NTVS Adhyapak Vidyalaya,Maharashtra
Pradnya Pratishthan College,Nanded
Ramakrishna Mission Ashrama Government Sponsored Pri...,Murshidabad
Ratni Devi Balika BSTC Vidhyalaya,Karauli
Sambhaji Rao Shinde Vidyamandir,Solapur
Sant Dnyaneshwar D.Ed College,Ahmednagar
Sudam Shikshan P Mandal D. Ed. College,Yavatmal
Shri Govardhansinhaji College of Education,Maharashtra
Swami Keswanand Shikshan Teachers Training Institute,Laxmangarh
H.V.Teacher Training Institute,Belgaum
St.Peter's Teacher Training Institute,Ernakulum
Sayyad Sadat Education College,Kolhapur
Shiv Vaibhav Junior College,Wardha
St. Theresa (G)Teacher Training Institute,Nagapattinam
Ukandrao More D.Ed College,Maharashtra
Vishvabharathy College of Elementary Education,Telangana
Vidya Vikas Mandal College,Dhule
Yerramsetti Rajya Lakshmi D.Ed College,East Godavari
Shri Angarsiddha Shikshan Prasarak Mandal College,Maharashtra
Sh. Mishri Lal Dubey Girls STC School,Ajmer
Vidyasagar Alpasankhyatar College,Belgaum
"Junior College of Education, Mithbay",Maharashtra
Geethika D.Ed. College,Guntur
"District Institute For Education and Training, North...",Tripura
"District Institute of Education and Training, Mandi",Mandi
"District Institute of Education and Training, Patiala",Nabha
"District Institute of Education and Training, Bikaner",Bikaner
"Government Teacher Training Institute for Men, Gulbarga",Karnataka
"Urdu Junior College of Education, Jalgaon",Jalgaon
D. N. M. D. Ed. College,Raigad
YSR Elementary Teacher Training Institute,Ranga Reddy
Yuvak Vikas Shikshan Prasarak Mandal College,Parbhani
Dhanalakshmi D.Ed College,Guntur
Al-Aman Teacher Training Institute,Tamil Nadu
Dyandeep Adhyapak Vidyalaya,Maharashtra
Shri Mahadeorao Shivakar Adhyapak College,Maharashtra
Belokoba Government Primary Teachers Training Institute,Jalpaiguri
Shri Mahesh Bahuuddeshiya College,Maharashtra
"District Institute of Education and Training, Chunawadh",Gangapur
"District Institute of Education and Training, Doda",Doda
"District Institute of Education and Training, Poonch",Poonch
"District Institute For Education and Training, Dhalai",Tripura
Shri Dada Ganesh Sanskritik Krida and Vidyaprasarak ...,Maharashtra
Adarsha Bahudeeeshiya Shikshan Prasarak Mandal Colle...,Maharashtra
Late. Rambahu (Anna) Khade Sevabhavi College,Maharashtra
Kusum Institute of Education,Uttar Pradesh
"District Institute of Education and Training, Sangrur",Sangrur
Midhushi College of Elementary Education,Prakasam
K. T. Patil D. Ed. Bhosale High-School,Maharashtra
Vasavi College of Elementary Education,Prakasam
Shree Bhawani Shanker Shikshak Prashikshan Vidyalaya,Alwar
Vidhya Sagar Polytechnic College,Sangrur
B.V.Krishna Polytechnic College,Nalgonda
"Government Polytechnic College, Badajhinki",Orissa
"Government Polytechnic College, Bataguda",Orissa
"Government Polytechnic College, Kotakpura",Faridkot
Jai Krishna Polytechnic College,Tiruvannamalai
Mahatma Jyotiba Fule Institute of Engineering and Te...,Churu
Navabharata Education and Plantation Farmers College,Dharwad
Phule Samaj Sudharak Samiti College,Nanded
Chanikya College of Education,Prakasam
"Saraswati Adhyapak Vidyalaya,Nanded",Nanded
"District Institute of Education and Training, Rampur",Rampur
Late Kamalabai Ajmera Adhyapak Vidyalya,Maharashtra
Chaudhary MS Memorial Shikshak Prashikshan College,Churu
Adhithya Polytechnic College,Salem
Black Diamond School of Engineering,Orissa
"Government Polytechnic College, Mudholabagalkot",Bagalkot
"Government Polytechnic College, Bijnore",Uttar Pradesh
"Hi-tech Institute of Engineering and Management, Ran...",Orissa
Jeevan Polytechnic College,Trichy
Kumaran Polytechnic College,Tamil Nadu
S Padmavathy Polytechnic College,Tiruchirappalli
Amar Bharati Mahila Adhyapan Mandir,Gandhinagar
"District Institute of Education and Training, Prbander",Porbandar
Vansh Higher Education Institute,Dholpur
Terna Junior College of Education,Maharashtra
Mahila Vidhya Mandir Shikshak Prashikshan Mahavidyalaya,PratapGarh
Prema Teachers Training College,Uttar Pradesh
Adhypak Junior College of Education,Sangli
Aurobindo Primary Teachers Training Institute,Murshidabad
"District Institute of Education and Training, Amajogai",Maharashtra
DRC Rudraprayag College,Uttarakhand
"District Institute of Education and Training, Barkot",Uttarakhand
Dhyanopasak Shikshan Mandals Primary Teachers Training,Parbhani
Gurmeet Singh Ghanshyam Dass Shikshak Prashikshan Ka...,Gangapur
Rajmata Jijan Mahila Adhyapak Vidyalaya,Solapur
Shri Abaji Nana Patil Elementary Teacher Education D...,Jalgaon
Anand D.Ed. College,Karnataka
"District Institute For Education and Training, Mamit",Mizoram
Yuvakalyan D. Ed. College,Jalgaon
Lokseva Bahuvuddeshiya Sevabahavi College,Latur
Priyadrashni Gramin Mahila Mandal College,Ahmednagar
M.K Haji Adhayapak Vidayalaya,Dhule
B.I. Teacher Training Institute,Kottayam
"District Institute of Education and Training, Sabark...",Sabarkantha
"District Institute of Education and Training, Nagapa...",Nagapattinam
"District Institute of Education and Training, Narmada",Gujarat
Dnayan Sanvardharn Adhyapak Vidhyalay,Wardha
Indira Bahuudeshiya Shikshan Adhyapak Vidyalaya,Maharashtra
Shri. Kisanrao Khobragade D. T. Ed. College,Maharashtra
Shri Suresh Sasa College,Jalgaon
J.V.R.R. Elementary Teacher Education,Kurnool
Kingston Institute of Elementary Teacher Education,Medak
Kondapalli Pydithalli Naidu College of Elementary Te...,Vizianagaram
KPE Teacher Training Institute,Dharwad
Vidyashakti Shikshan Prasarak Mandal College,Maharashtra
Late Nirdhanrao Patil Waghaye Adhyapak Vidyalaya,Maharashtra
Smt Shiva Maurya Teachers Training College,Raebareli
Niveditha College of Elementary Teacher Education,Telangana
S.Ningamma S.Hugar D.Ed College,Dharwad
Omega College of Elementary Teacher Education,Prakasam
Raja Foundation Elementary Teacher Education,Kadapa
Rajaram Bhosale Social and Educational College,Solapur
R.K. Mission Sarda Mandir Government Sponsored Prima...,District 24 Parganas
Saketh College of Elementary Education,West Godavari
Siddharatha College of Elementary Teacher Education,East Godavari
Sri Adarsh Mahila Elementary Teachers Education School,Sikar
A.M.Marathi Junior College of Education,Nashik
Sri Sangameshwara V.Kalmath D.Ed College,Raichur
Late Shankarlal Agarwal College,Maharashtra
Madhira Brahma Reddy College of Education,Nalgonda
Mary Brown Memorial Training College,Anand
Mahila Junior College of Education,Chandrapur
Om Shanthi Teacher Training Institute,Sriperumbudur
National Urdu Adhyapak Vidyalaya,Thane
Pajhrapara Satellite Teachers Training Institute,Murshidabad
Rahmans Elementry Teacher Education Institution,Warangal
Sai Shankar Institute of Education,Karnataka
Shri Ranjitsinha Mohite Patil D. Ed. College,Maharashtra
"Government Elementary Teacher Education Institution,...",Keonjhar
Sri Channabasaveshwara Primary Teacher Training,Haveri
Smt Amardeep PTC College,Mehsana
Haji S.M.S. Shaik Jalaludeen Teacher Training Institute,Thanjavur
Shree Shivayogishwar Grameen Teachers Training Insti...,Belgaum
Stanford Institute of Elementary Teacher Education,Nalgonda
Lahanuji Maharaj Bahuuddeshiya Shikshan Prasarak Man...,Amravati
Swami Vivekanand Shikshan Parsarak Mandal College,Maharashtra
Vidayala Institute of Elementary Teacher Training Ed...,Tirupati
Vivekananda Loksiksha Niketan,Midnapore
Late Vasantrao Kale D. Ed. College,Latur
Al-Hidhaya Womens Treacher Training Institute,Tirunelveli
"District Institute of Education and Training, Dolipur",Jajpur
"Government Elementary Teacher Education Institution,...",Orissa
Boda Prasad College of Education,Prakasam
Annasaheb H. Ghadge Patil Rural D.Ed College,Ahmednagar
Sri Sai College of Teacher Training,Prakasam
"Government Elementary Teacher Education Institution,...",Puri
Dusane Education Vidhyalay,Dhule
St. Mary D.Ed. Institution,Kakinada
Swami Vivekananda Teacher Training Institute,Tamil Nadu
"District Institute of Education and Training, Dindigul",Dindigul
Vallalar Teacher Training Institute,Vellore
Vijayakrishna Institute of Elementary Teacher Education,Tirupati
Yash Bahuudeshiya Shikshan College,Maharashtra
Adarsha Teacher Training Institute,Prakasam
"District Institute of Education and Training, Mayurb...",Mayurbhanj
Pan Government Elementary Teacher Education Institut...,Khurda
Bibi Bhani College of Education,Sangrur
"Sri Srinivasa D.Ed College, Darsi",Prakasam
"District Institute of Education and Training , Medak",Medak
"Government Elementary Teacher Education Institution,...",Orissa
Vishwabharati Mahila Sevabhavi Mandal College,Maharashtra
"Government Elementary Teacher Education Institution,...",Ganjam
"District Institute For Education and Training, Ukhrul",Imphal
MK Anantaraj D.Ed College,Karnataka
Shiva Teacher Training Institute,Tiruchirappalli
Smt V.V.Sangh D.Ed. College,Karnataka
Shri Kanifnath Shikshan Adhyapak Vidyalaya,Ahmednagar
Sharaon D.Ed College,Prakasam
Adi Parasakthi Polytechnic College,Dharmapuri
"Government Polytechnic College, Shivareddypeta",Ranga Reddy
"Government Polytechnic College, Kosgi",Telangana
Barunei Institute of Engineering and Technology,Khurda
Bhawani Institute of Technical Education,Nagaur
"Government Polytechnic College, Bachelikhal",Uttarakhand
"Government Polytechnic College, Agnipur",Orissa
"Government Polytechnic College, Surapur",Yadgir
Santa Crux Sisters Association Patthalgaons Holy Cro...,Chhattisgarh
Yuvak Vikas College,Aurangabad
Melghat Adiwasi Vidyalaya,Amravati
Shri Padmaraj Vidhya Vardhaka Samstha College,Karnataka
Harinaik D. Ed. College,Maharashtra
Saiddamma D.Ed College,Guntur
"Asams Education Group, Nurpur",Nurpur
"Government Polytechnic College, Vikashnagar",Dehradun
Jayaram Polytechnic College,Tiruchirappalli
Baba Deep Singh Polytechnic College,Punjab
Girivaasan Polytechnic College,Dharmapuri
"Government Polytechnic College, Gajja",Uttarakhand
"Government Polytechnic College, Gairsain",Uttarakhand
"Government Polytechnic College, Koppal",Koppal
Hariram Satyanarain Institute of Higher and Technica...,Uttar Pradesh
"Government Polytechnic College, Pulwama",Pulwama
S. D. Patil Institute of Pharmacy,Sangli
Bhagwati Shikshan Prashikshan Mahavidyalaya,Sawaimadhopur
Late Annasaheb Parbhani Parbahani College,Parbhani
Anjuman Urdu Teachers Training Institute,Karnataka
Adarsh Shikshan Prasarak Junior College of Education,Maharashtra
Jeel Adhyapan Mandir College,Ahmedabad
M K Raman Teacher Training Institute,Cuddalore
Sasthaa Teacher Training Institute,Tamil Nadu
Veena Memorial College of Education,Karauli
Adarsh Education College,Jalgaon
AES D.T.Ed College,Ahmednagar
Aeand's Rampriya Teacher Training Institute,Kolar
Baba Teacher Training Institute,Tamil Nadu
"Bharat College of Education, Khurd",Mansa
KV Polytechnic College,Haveri
Sudhanandana Residential Polytechnic College,Khurda
Annamacharya College of Elementary Teacher Education,Kadapa
"District Institute of Education and Training, Shimoga",Shimoga
"District Institute of Education and Training, Gulbarga",Karnataka
Sadgurur Sainath Bahurdeshiya College,Chandrapur
Ramanand Teachers Training College,Kota
Satish Adhyapan Mandir College,Ahmedabad
Shree Virpur Mahila Utkarsh Mandal College,Gujarat
Adarsha Institute of Elementary Teacher Education,Telangana
Avinasi Gounder Mariammal Teacher Training Institute,Erode
Om Shankar D.Ed. College,Gulbarga
Sakshi Shikshan Krida Prmain Roasarak and Bahuudeshi...,Akola
Bhagath College of Elementary Education,Nalgonda
Karanatka Grameen Teacher Training Institute,Belgaum
Christaraja Teacher Training Institute,Tirunelveli
Syed Barey Institute of Education,Karnataka
"District Institute of Education and Training, Pancha...",Orissa
"District Institute of Education and Training, Tambri",Maharashtra
"District Institute of Education and Training, Phulbani",Orissa
Ganapathy Teacher Training Institute,Tamil Nadu
Hannamma Christian D.Ed College,Kadapa
Indira Gandhi Balika Niketan,Jhunjhunu
Kai Anjanbai Ramchandra Sruyawanshi D. Ed College,Nashik
K. M. D. Ed. College,Maharashtra
Keerai Thamil Selvan Teacher Training Institute,Tamil Nadu
Iruthaya andavar Teacher Training Institute,Thanjavur
Mercy Teacher Training Institute,Cuddalore
Pratap Junior College of Education,Kolhapur
Ramamata Ambedkar Adhyapika Vidyalaya,Latur
Concordia Teacher Training Institute,Vellore
"District Institute of Education and Training, Dharma...",Dharmapuri
"District Institute of Education and Training, Kotagiri",Tamil Nadu
"Dr. Ambedkar Primary Teachers Training Institute, Nadia",Nadia
Shri Vijaya Mahantesh Vidyavardhak Sangha College,Bagalkot
Hemchandra Memorial Primary Teachers Training Institute,Murshidabad
Jayanthi Padmanaba Teacher Training Institute,Cuddalore
Karmavir Vithal Ramaji Shinde Shikshan College,Kolhapur
"K.L.E.'s Teacher Training Institute, Koppal",Koppal
Khemaji Naik College of Education,Chandrapur
Mathurai Shikshan College,Jalgaon
Nagammai Teacher Training Institute,Tiruchirappalli
Anglo Junior College of Education,Maharashtra
Sri Raghavendra Institute of Teacher Education,Dindigul
Rani Chhavinath Kunwari Prashikshan Mahavidyalay,Uttar Pradesh
Rosammal Teacher Training Institution For Women,Thoothukudi
Sant Tukadoji Seva Pith D. Ed. College,Yavatmal
"Government Elementary Teacher Education Institution,...",Puri
"Block Institute of Education and Training, Umerkote",Orissa
"Sevamandir Teacher Training Institute For Women, Par...",Cuddalore
Shramjeevi Junior College of Education,Maharashtra
Sri Adhisankarar Teacher Training Institute,Trichy
Sreedevi Elementary Teacher Training College,Anantapur
Sri Ramachandra D P Ed College,Chamarajanagar
Adi Janta Vidhya Prasarak Mandal College,Shirpur
Late Tanhabai Kedar D.Ed College,Maharashtra
Thozhilathibar Teacher Training Institute,Tiruchirappalli
Dr. Radhakrishnan Teacher Training Institute,Villupuram
VSK Teacher Training Institute,Tamil Nadu
Vivekananda Teacher Training Institute,Thiruvarur
Badshahi Anjuman Ishaate - Taleem College,Aurangabad
"District Institute of Education and Training, Nawara...",Orissa
"Government Elementary Teacher Education Institution,...",Puri
Jagruti Adhyapak Vidyalaya,Sangli
A M Linganna D.Ed College,Hindupur
"Sri Raghavendra College of Education, Nalgonda",Nalgonda
Sri Balaji Teacher Training Institute,Tirunelveli
Shri Shivaji Education and Krishi Pratishthan College,Maharashtra
St. Xaviers Teacher Training Institute,Tamil Nadu
Talat Shikshan Mandal College,Aurangabad
Parameshwari College of Education,Vizianagaram
Rajaram Shikshan College,Sangli
Vignaharta Adhyapak Vidyalaya,Yavatmal
Zubeda College of Education,Kurnool
Sardar Vallabhbai Patel Adhyapak Vidyalaya,Jalgaon
Dr. Kalpana Chawla Antral Vir D. Ed. College,Maharashtra
Gram Vikas Shikshan College,Nanded
Pemmasani Sambasiva Rao College of Elementary Education,Tenali
BSR College of Education,Prakasam
"District Institute of Education and Training, Malkan...",Orissa
"District Institute of Education and Training, Ajmer",Ajmer
"District Institute of Education and Training, Nandurbar",Maharashtra
Chindhuji Laxmanrao Purke Shikshan Prasarak Mandal C...,Yavatmal
KSR D.Ed College,Prakasam
Dalphin D.Ed College,Chikballpura
Shree Swaminaryana Adhyapan Mandir College,Gir
RN Government Elementary Teacher Education Instituti...,Cuttack
SDSTT College,Uttar Pradesh
Asit College of Education,Uttar Pradesh
Bhai Mani Singh Polytechnic College,Bathinda
Kalpataru Shaikshanik Seva Mandal Adhyapak Vidyalaya,Maharashtra
Pradnya Bahuuddeshiya Mahila College,Maharashtra
"District Institute of Education and Training, Hamirpur",Nadaun
"District Institute of Education and Training, Banihal",Ramban
"District Institute of Education and Training, Manjur",Tamil Nadu
Mother Teresa Elementry Teacher Training Institution,Bharatpur
Gowthambudda D.Ed College,Prakasam
Guruswami College of Diploma Elementary Education,Prakasam
Satya Collge of Elementary Education,Krishna
Shri Haleshwar Vidya Peethas Shri Gadag College,Gadag
Eare Diploma in Education College,Nalgonda
Raja Sadha Bakkiyam Teacher Training School,Tamil Nadu
Late Nageshwari Devi Educational Training Institute,Uttar Pradesh
Annai College of Polytechnic,Thanjavur
Cholan Institute of Technology,Kanchipuram
City Institute of Technical Education,Orissa
"Government Polytechnic College, Sahiya",Dehradun
Mahath Amma Polytechnic College,Tamil Nadu
MNSK Polytechnic College,Tamil Nadu
NM Polytechnic College,Tamil Nadu
Arts Commerce Women's College,Chandrapur
Katapali College,Orissa
Maharshi Buddharam Degree College,Orissa
Government Zawlnuam College,Mizoram
Debendra Satapathy Memorial College,Dhenkanal
Government Saiha College,Mizoram
Anchalika Mahavidyalaya,Dhenkanal
Borobazar College,Assam
Shri Chhatrapati Shivaji Vasant Mahavidyalaya,Maharashtra
Wanijya and Vidnyan Mahavidyalaya,Maharashtra
"Government Polytechnic College, Kanalichheena",Uttarakhand
"Government Polytechnic College, Oorvani",Tamil Nadu
Meenaakshi Ramasamy Polytechnic College,Tamil Nadu
Raasi Polytechnic College,Namakkal
Rohitash Institute of Technology,Mahendragarh
